"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the different methods for creation, get and update of API RESTFUL BOOKER","Get Booking","SUCCESS","2024-06-12T19:17:14.6786307-05:00[America/Bogota]","0.0","1.02"
