"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the different methods for creation, get and update of API RESTFUL BOOKER","Create Booking success","SUCCESS","2024-06-13T20:42:57.1543733-05:00[America/Bogota]","0.0","4.75"
