"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the different methods for creation, get and update of API RESTFUL BOOKER","Create Booking success","FAILURE","2024-06-11T23:15:27.6007696-05:00[America/Bogota]","0.0","3.95"
